CustomerID,Gender,Age,Annual Income (₦),Spending Score (1–100),Marital Status,Profession,Membership Duration (Years),Mall Branch,City Type,Frequency of Visits/Month,Average Transaction Value (₦),Loyalty Card Holder (Yes/No),Preferred Payment Method
3979,Male,28,3286259,99,Single,Unemployed,4.1,A,Rural,3,46930,Yes,Cash
3980,Female,41,4780504,24,Divorced,Unemployed,2.5,A,Rural,7,60186,Yes,Bank App
3981,Female,41,5796220,36,Widowed,Banker,3.0,C,Rural,29,58973,No,Bank App
3982,Male,24,-669387,49,Divorced,Unemployed,6.1,B,Urban,10,5051,Yes,Cash
3983,Female,67,4699807,59,Widowed,Doctor,0.5,C,Rural,5,49281,Yes,Transfer
3984,Female,38,1065598,14,Married,Doctor,0.7,C,Suburban,19,47803,No,Bank App
3985,Female,37,3278697,86,Single,Engineer,9.9,C,Suburban,3,40713,No,POS
3986,Female,27,3392032,39,Single,Teacher,2.7,C,Rural,25,55587,Yes,POS
3987,Female,42,3912654,8,Married,Unemployed,8.4,C,Rural,28,43256,Yes,POS
3988,Male,64,2923596,48,Widowed,Engineer,6.3,A,Rural,21,35887,Yes,Transfer
3989,Male,53,2992678,80,Divorced,Teacher,4.7,C,Rural,25,45099,No,Cash
3990,Female,65,3515094,81,Married,Banker,7.5,A,Rural,26,33493,Yes,Transfer
3991,Female,64,2480787,69,Single,Business Owner,1.0,A,Rural,27,51922,No,Bank App
3992,Male,32,150817,41,Widowed,Unemployed,7.7,C,Urban,8,38825,Yes,Cash
3993,Female,61,2997369,35,Divorced,Doctor,8.6,C,Urban,17,43822,Yes,POS
3994,Male,57,1876757,64,Married,Banker,3.2,C,Rural,6,20220,Yes,POS
3995,Female,57,1748574,53,Single,Engineer,3.4,B,Rural,6,27309,Yes,Bank App
3996,Female,67,1602648,54,Widowed,Teacher,1.5,B,Suburban,21,57266,Yes,Transfer
3997,Female,23,43119,37,Divorced,Business Owner,8.6,A,Urban,4,75210,No,Transfer
3998,Female,54,2400492,52,Married,Doctor,8.2,C,Rural,3,50029,Yes,Bank App
3999,Female,19,3001197,18,Divorced,Teacher,4.5,A,Suburban,20,83423,Yes,Cash
4000,Female,29,4152015,21,Married,Engineer,4.1,C,Suburban,14,61288,Yes,POS
4001,Female,21,2113906,42,Widowed,Lawyer,4.6,C,Rural,13,44980,No,POS
4002,Male,40,5366274,65,Single,Lawyer,4.5,C,Suburban,6,80536,Yes,Cash
4003,Male,30,3875636,81,Married,Business Owner,4.6,A,Suburban,27,33987,Yes,Cash
4004,Male,34,1318371,8,Married,Engineer,1.9,B,Urban,20,57261,Yes,Transfer
4005,Female,48,2267573,93,Widowed,Business Owner,0.6,A,Rural,14,54046,Yes,Cash
4006,Female,33,6032315,84,Widowed,Student,7.7,A,Urban,14,2078,No,POS
4007,Female,58,4139928,39,Single,Business Owner,3.8,B,Urban,19,44456,Yes,Cash
4008,Female,43,2209673,61,Widowed,Unemployed,5.2,C,Rural,6,84753,No,POS
4009,Female,45,4338984,60,Divorced,Lawyer,3.4,A,Suburban,26,40309,No,Transfer
4010,Female,18,1108175,69,Divorced,Business Owner,4.1,C,Suburban,19,39663,No,Transfer
4011,Female,64,2170984,59,Single,Lawyer,1.2,C,Suburban,14,60771,No,Bank App
4012,Male,29,-494917,10,Single,Lawyer,4.0,B,Urban,30,5227,Yes,Cash
4013,Female,54,3905557,63,Widowed,Student,4.9,A,Suburban,3,65616,No,POS
4014,Male,67,1251662,70,Divorced,Doctor,8.4,B,Urban,3,42023,Yes,Transfer
4015,Male,37,2879133,7,Widowed,Doctor,3.6,A,Urban,19,28951,No,POS
4016,Female,19,680346,35,Single,Banker,1.3,B,Rural,22,68051,Yes,Cash
4017,Female,53,3300623,91,Divorced,Unemployed,7.7,C,Suburban,2,58594,Yes,POS
4018,Male,32,2888764,42,Single,Student,4.1,B,Rural,26,79746,No,Bank App
4019,Male,55,789244,85,Single,Business Owner,9.2,C,Rural,11,57483,Yes,POS
4020,Female,39,2283992,88,Widowed,Banker,9.6,A,Rural,3,53137,No,Cash
4021,Female,61,3199795,29,Single,Student,8.8,A,Rural,29,54652,No,POS
4022,Male,67,3667770,27,Widowed,Engineer,2.7,B,Urban,21,47179,Yes,Cash
4023,Female,49,5374952,38,Single,Banker,2.9,B,Suburban,21,30832,Yes,POS
4024,Female,37,4826812,2,Single,Banker,8.0,C,Urban,3,63400,No,Cash
4025,Female,53,1957423,25,Single,Engineer,4.7,A,Rural,5,47476,Yes,Transfer
4026,Male,50,1939128,66,Divorced,Banker,3.3,C,Urban,17,67307,No,Bank App
4027,Male,32,854040,38,Single,Unemployed,3.3,B,Rural,22,36579,No,Transfer
4028,Male,67,1485391,59,Married,Business Owner,6.0,B,Suburban,10,33148,No,Cash
4029,Female,63,4290233,82,Divorced,Engineer,9.0,B,Rural,12,52013,Yes,Transfer
4030,Female,20,616325,7,Married,Doctor,6.4,B,Urban,19,51036,No,Transfer
4031,Male,46,2767607,49,Single,Business Owner,6.4,A,Urban,8,54216,Yes,Transfer
4032,Male,64,2547674,68,Divorced,Unemployed,7.6,C,Suburban,10,47352,No,Transfer
4033,Male,44,1863249,41,Married,Teacher,7.7,A,Suburban,18,72800,Yes,Transfer
4034,Female,22,1046523,74,Single,Lawyer,9.1,A,Suburban,12,14317,No,Cash
4035,Male,48,158473,51,Divorced,Engineer,2.0,A,Urban,12,38767,No,Cash
4036,Male,39,1060010,92,Single,Unemployed,9.9,B,Urban,14,51818,Yes,Cash
4037,Female,52,2875343,94,Widowed,Lawyer,3.6,B,Urban,17,51818,No,Transfer
4038,Female,24,3896486,24,Widowed,Student,3.2,C,Rural,25,44693,Yes,Cash
4039,Female,23,5417897,36,Married,Doctor,5.3,A,Urban,17,30607,Yes,Transfer
4040,Male,43,3501725,80,Divorced,Engineer,3.0,B,Urban,30,-5623,Yes,Cash
4041,Female,18,3889164,97,Divorced,Business Owner,2.7,A,Suburban,12,65924,Yes,Transfer
4042,Female,36,5412324,10,Divorced,Business Owner,9.7,A,Rural,13,53419,No,Transfer
4043,Male,24,3507493,21,Divorced,Teacher,1.5,A,Urban,6,68266,Yes,Transfer
4044,Female,53,4474618,27,Divorced,Business Owner,9.9,B,Suburban,19,9723,Yes,Transfer
4045,Male,29,2430612,55,Married,Doctor,6.4,A,Rural,26,30188,No,Cash
4046,Male,37,4081876,85,Divorced,Student,9.6,C,Rural,25,46114,No,POS
4047,Female,40,3314996,91,Widowed,Business Owner,9.0,B,Suburban,13,19709,No,Transfer
4048,Female,42,2637234,96,Widowed,Banker,6.7,C,Suburban,21,42569,No,POS
4049,Female,47,5320803,5,Divorced,Unemployed,6.1,B,Rural,30,67609,No,Cash
4050,Female,46,1195362,99,Single,Unemployed,9.9,A,Urban,28,33457,No,Bank App
4051,Female,48,1710133,86,Divorced,Banker,5.4,A,Suburban,6,74714,No,POS
4052,Female,35,4766407,59,Married,Business Owner,2.2,A,Suburban,18,33882,Yes,POS
4053,Male,58,4456723,36,Widowed,Business Owner,9.9,B,Suburban,23,65468,Yes,POS
4054,Male,36,3019045,74,Widowed,Lawyer,3.6,C,Suburban,5,33820,Yes,POS
4055,Female,21,3509540,34,Married,Doctor,1.3,C,Suburban,16,77231,No,Bank App
4056,Male,18,3776076,52,Married,Unemployed,7.3,A,Rural,11,56878,Yes,Bank App
4057,Female,58,3547523,6,Single,Lawyer,4.7,C,Rural,30,58856,No,Bank App
4058,Male,32,3361734,14,Widowed,Business Owner,4.2,C,Urban,23,30482,Yes,Bank App
4059,Male,25,1739293,59,Divorced,Engineer,6.5,C,Rural,17,36434,Yes,Bank App
4060,Male,32,4857347,57,Married,Business Owner,1.0,A,Suburban,9,58176,No,Bank App
4061,Female,32,2693922,37,Divorced,Business Owner,7.1,B,Suburban,20,61734,No,Bank App
4062,Male,67,1514134,58,Married,Student,5.3,A,Urban,30,30521,No,POS
4063,Female,56,3201145,83,Married,Teacher,5.2,A,Urban,13,75539,Yes,Transfer
4064,Male,39,3514819,32,Widowed,Banker,9.1,C,Rural,19,53402,No,Bank App
4065,Male,35,3593032,20,Married,Doctor,8.4,A,Suburban,7,60403,Yes,Cash
4066,Male,33,4459177,85,Widowed,Business Owner,5.6,C,Suburban,13,56882,No,POS
4067,Male,19,2430287,79,Single,Lawyer,6.0,A,Rural,4,23178,No,Transfer
4068,Male,53,2902264,81,Widowed,Banker,8.2,A,Suburban,8,80710,No,POS
4069,Female,37,1734070,61,Divorced,Banker,4.4,B,Urban,12,79524,Yes,Cash
4070,Female,33,3350577,57,Divorced,Student,6.9,C,Urban,16,43815,No,Cash
4071,Male,20,1712025,52,Divorced,Unemployed,5.6,A,Urban,25,89459,Yes,Bank App
4072,Male,47,2115125,88,Divorced,Student,5.2,A,Rural,28,53273,No,Cash
4073,Male,19,4475177,85,Widowed,Unemployed,9.9,B,Suburban,9,53965,No,Bank App
4074,Male,52,3204719,48,Widowed,Engineer,0.7,C,Suburban,18,46101,Yes,Cash
4075,Female,43,5136848,79,Married,Doctor,4.4,A,Suburban,9,46709,No,Cash
4076,Male,22,4765076,11,Widowed,Engineer,9.3,C,Suburban,28,88520,No,Bank App
4077,Female,19,3323615,30,Divorced,Engineer,9.3,A,Rural,22,66991,No,Bank App
4078,Male,68,3530566,60,Widowed,Engineer,7.6,C,Rural,28,52850,Yes,Cash
4079,Female,37,2642256,18,Single,Student,6.1,C,Rural,20,40517,Yes,Cash
4080,Male,51,4565861,92,Single,Banker,7.1,A,Rural,13,40749,No,Cash
4081,Male,51,3544686,77,Single,Lawyer,2.9,B,Urban,14,45898,No,Transfer
4082,Female,37,4364341,74,Divorced,Lawyer,5.1,A,Urban,1,29660,Yes,Bank App
4083,Male,67,2029703,47,Single,Banker,5.6,B,Rural,3,54367,No,Bank App
4084,Male,42,958389,12,Married,Banker,1.1,B,Suburban,10,79829,No,Bank App
4085,Male,37,3753381,50,Single,Banker,8.7,A,Urban,24,74973,No,Cash
4086,Female,42,4054189,40,Divorced,Teacher,4.8,A,Urban,27,11601,Yes,POS
4087,Male,31,3112784,90,Married,Business Owner,9.0,B,Rural,27,52230,Yes,Transfer
4088,Male,64,3867924,64,Single,Teacher,4.2,A,Urban,5,6082,Yes,Transfer
4089,Female,61,1722000,19,Widowed,Lawyer,4.4,A,Urban,27,67007,No,Transfer
4090,Female,60,4408947,87,Widowed,Engineer,2.8,B,Suburban,2,48822,No,Cash
4091,Female,60,4757578,100,Divorced,Student,6.6,A,Urban,8,91475,Yes,Bank App
4092,Male,56,4531022,27,Divorced,Engineer,5.7,A,Suburban,2,58726,No,POS
4093,Male,29,3185952,52,Divorced,Engineer,9.2,C,Urban,21,31127,Yes,Bank App
4094,Male,65,4779741,80,Married,Unemployed,4.6,B,Suburban,3,22084,Yes,POS
4095,Female,22,1285697,7,Divorced,Engineer,6.7,C,Urban,17,51323,Yes,POS
4096,Male,19,3860208,63,Single,Doctor,7.2,C,Rural,25,55776,No,Bank App
4097,Male,33,4074675,77,Single,Doctor,3.5,A,Urban,23,41535,No,Bank App
4098,Female,47,3751862,55,Widowed,Engineer,8.9,B,Rural,8,46052,No,Transfer
4099,Female,64,1589445,76,Widowed,Teacher,4.1,B,Suburban,16,34998,No,Bank App
4100,Female,60,3344037,91,Single,Teacher,6.6,A,Urban,12,53858,Yes,POS
4101,Female,55,2615846,97,Widowed,Lawyer,6.4,C,Suburban,12,40939,No,Cash
4102,Female,62,63900,31,Divorced,Student,4.5,B,Rural,30,39206,Yes,Cash
4103,Male,68,1233429,11,Divorced,Doctor,2.2,C,Suburban,24,26556,No,POS
4104,Female,59,4741887,17,Single,Business Owner,6.1,A,Urban,19,84159,Yes,POS
4105,Male,41,2403128,66,Married,Engineer,4.1,A,Suburban,10,32500,No,Cash
4106,Male,68,4584195,67,Married,Business Owner,4.1,C,Suburban,12,64479,No,Cash
4107,Female,47,4715476,98,Married,Doctor,5.2,C,Rural,12,45151,No,Cash
4108,Female,54,3819361,32,Widowed,Business Owner,6.9,B,Suburban,22,56476,No,Cash
4109,Female,56,2078353,24,Married,Lawyer,7.4,B,Suburban,17,48961,Yes,Bank App
4110,Male,28,4416351,88,Divorced,Teacher,4.6,A,Rural,4,39985,No,Transfer
4111,Female,31,3320334,13,Married,Unemployed,1.6,C,Rural,1,46006,No,Transfer
4112,Female,40,3067001,22,Single,Teacher,8.0,C,Urban,25,29773,No,Cash
4113,Female,33,1632589,19,Widowed,Unemployed,6.9,A,Suburban,24,84560,Yes,Transfer
4114,Female,67,2248826,53,Divorced,Banker,8.1,C,Suburban,15,44115,Yes,Cash
4115,Female,38,1654417,94,Divorced,Unemployed,3.5,C,Urban,9,62482,Yes,Bank App
4116,Male,21,4438695,39,Single,Banker,9.1,C,Rural,19,64292,No,Transfer
4117,Male,50,5301553,21,Widowed,Student,3.0,A,Rural,16,60041,Yes,Transfer
4118,Male,64,4385528,87,Single,Student,3.3,C,Suburban,30,60146,Yes,Bank App
4119,Female,31,3298384,16,Married,Unemployed,5.6,B,Suburban,9,25676,Yes,Transfer
4120,Female,36,2539743,7,Widowed,Lawyer,10.0,B,Urban,22,16011,No,Cash
4121,Female,22,3714624,84,Widowed,Banker,2.4,A,Rural,1,13143,Yes,Cash
4122,Male,53,2374385,78,Divorced,Student,8.5,A,Suburban,3,29832,Yes,Cash
4123,Female,48,2952957,26,Married,Lawyer,0.5,B,Rural,16,59403,Yes,POS
4124,Female,62,1767798,86,Married,Banker,2.8,C,Rural,8,102798,Yes,POS
4125,Female,35,3975961,100,Divorced,Banker,3.8,C,Suburban,12,87481,Yes,Bank App
4126,Male,61,4051362,90,Single,Business Owner,6.7,A,Rural,25,78302,No,Bank App
4127,Female,48,4363283,76,Divorced,Business Owner,1.6,C,Rural,7,28006,No,Bank App
4128,Male,47,3836678,31,Single,Unemployed,1.7,B,Rural,24,70779,No,Transfer
4129,Female,38,3731955,68,Single,Doctor,1.9,C,Rural,6,52589,Yes,Cash
4130,Male,64,1434266,40,Widowed,Engineer,6.8,C,Urban,9,22612,No,POS
4131,Male,47,1371484,27,Married,Teacher,1.6,B,Urban,14,84162,Yes,Bank App
4132,Male,58,3496584,9,Married,Unemployed,4.3,A,Urban,16,39022,Yes,POS
4133,Female,21,4651346,76,Married,Banker,2.0,C,Suburban,25,85572,Yes,Transfer
4134,Female,22,2599152,93,Divorced,Engineer,4.1,C,Suburban,19,62754,Yes,Transfer
4135,Male,58,3008413,92,Divorced,Business Owner,7.3,C,Rural,6,39526,No,Cash
4136,Male,62,3023994,16,Single,Doctor,3.1,C,Urban,7,22308,No,Bank App
4137,Female,27,235067,72,Single,Business Owner,6.4,C,Rural,15,55928,No,Cash
4138,Female,44,3360636,13,Divorced,Unemployed,2.9,A,Suburban,15,74493,Yes,Bank App
4139,Male,33,2175221,78,Widowed,Student,7.5,C,Urban,25,52280,No,Cash
4140,Female,47,3916620,60,Divorced,Banker,7.9,B,Suburban,5,70512,Yes,POS
4141,Female,30,2952994,79,Single,Teacher,3.4,A,Suburban,25,49868,No,POS
4142,Female,53,2731106,60,Widowed,Banker,0.7,B,Urban,15,40554,Yes,Transfer
4143,Female,38,2763781,9,Single,Student,1.7,C,Urban,24,44345,Yes,Transfer
4144,Male,62,2509470,53,Divorced,Engineer,5.2,A,Urban,9,59289,No,Cash
4145,Female,57,957677,32,Married,Business Owner,4.1,C,Rural,28,40978,Yes,Transfer
4146,Female,62,4430022,86,Widowed,Student,3.8,B,Suburban,12,39368,No,Transfer
4147,Male,32,2049144,55,Divorced,Lawyer,6.0,B,Rural,12,20361,No,Bank App
4148,Male,37,2298371,25,Widowed,Engineer,2.0,C,Rural,10,53505,Yes,Cash
4149,Female,37,3118598,41,Married,Student,4.8,C,Urban,30,40926,Yes,Cash
4150,Female,62,1326670,26,Married,Engineer,2.4,A,Rural,15,23287,No,Transfer
4151,Female,22,2251380,29,Divorced,Student,9.8,A,Suburban,16,41493,Yes,Cash
4152,Female,49,5874739,82,Single,Student,1.0,C,Suburban,20,51175,Yes,Transfer
4153,Male,23,3505101,36,Widowed,Business Owner,0.6,A,Urban,12,57287,Yes,Transfer
4154,Male,47,1713295,84,Widowed,Business Owner,5.9,A,Suburban,28,62363,No,Transfer
4155,Male,43,-122009,97,Married,Business Owner,1.1,A,Suburban,4,53021,Yes,Cash
4156,Female,54,4502091,84,Divorced,Engineer,8.2,B,Urban,12,33437,No,Bank App
4157,Female,30,1481875,3,Married,Doctor,8.3,B,Suburban,28,57929,Yes,Transfer
4158,Female,46,2185695,59,Married,Unemployed,4.6,C,Urban,18,34207,Yes,POS
4159,Female,22,2375648,34,Single,Engineer,8.5,A,Rural,17,37918,No,Bank App
4160,Male,42,1630306,6,Married,Teacher,7.5,C,Suburban,2,36061,No,Transfer
4161,Male,30,2885645,31,Divorced,Teacher,1.8,B,Urban,10,40498,Yes,Bank App
4162,Female,41,2172883,99,Married,Doctor,8.7,A,Suburban,30,67293,No,Cash
4163,Male,48,3916700,32,Divorced,Student,8.8,A,Suburban,29,59967,Yes,Bank App
4164,Female,37,3210827,42,Married,Engineer,3.6,B,Urban,13,62929,No,POS
4165,Female,25,5148192,57,Single,Unemployed,7.9,A,Urban,19,73321,Yes,Bank App
4166,Male,26,5178527,73,Single,Banker,9.0,A,Suburban,9,27825,No,Cash
4167,Female,38,1567774,46,Married,Business Owner,7.6,C,Urban,20,50427,Yes,Transfer
4168,Female,68,2509477,91,Single,Student,1.4,C,Rural,6,47142,Yes,Transfer
4169,Male,37,6231458,88,Widowed,Student,1.4,B,Rural,20,56472,No,Transfer
4170,Female,32,1262310,56,Widowed,Banker,9.8,C,Urban,23,56170,Yes,Transfer
4171,Female,43,4196437,50,Married,Teacher,5.6,C,Rural,27,19407,Yes,Transfer
4172,Male,59,3821996,86,Married,Business Owner,6.6,A,Rural,4,74766,Yes,Transfer
4173,Female,28,1726575,30,Single,Unemployed,9.2,C,Urban,11,39342,No,Bank App
4174,Male,54,1798951,36,Single,Business Owner,0.6,C,Rural,1,53807,Yes,Cash
4175,Female,58,5767415,26,Married,Engineer,4.6,A,Rural,20,58451,Yes,Bank App
4176,Male,28,5737428,50,Divorced,Lawyer,5.9,C,Suburban,24,49529,Yes,Transfer
4177,Male,44,3644873,2,Divorced,Business Owner,0.5,C,Rural,16,27332,Yes,Transfer
4178,Male,47,920693,7,Widowed,Unemployed,6.4,B,Rural,2,52701,No,POS
4179,Female,36,4885286,27,Single,Business Owner,8.6,A,Urban,11,49346,No,Cash
4180,Male,51,914347,80,Single,Teacher,1.0,C,Suburban,8,49108,No,Cash
4181,Male,55,4072798,49,Widowed,Business Owner,8.1,C,Suburban,20,45403,Yes,POS
4182,Male,40,571106,46,Divorced,Banker,9.8,C,Urban,1,63481,Yes,Transfer
4183,Male,18,3011427,93,Divorced,Student,9.2,C,Suburban,2,82357,No,Transfer
4184,Male,20,4327471,85,Widowed,Student,5.6,A,Rural,7,85431,Yes,Transfer
4185,Female,20,-1238037,26,Married,Lawyer,8.7,C,Rural,19,65157,Yes,POS
4186,Female,45,2207431,82,Single,Student,7.8,B,Rural,13,63476,Yes,Transfer
4187,Female,31,3229967,65,Married,Doctor,8.3,B,Suburban,13,19182,Yes,Bank App
4188,Female,69,2483729,2,Married,Lawyer,4.3,C,Urban,5,52727,No,Cash
4189,Female,47,1993388,78,Divorced,Business Owner,5.0,C,Urban,2,59346,Yes,Cash
4190,Female,22,2799786,79,Married,Student,2.8,A,Suburban,6,8441,No,Cash
4191,Female,66,4556285,64,Single,Teacher,1.0,A,Suburban,16,88232,Yes,Bank App
4192,Male,32,5053432,64,Single,Teacher,6.2,A,Urban,20,48331,No,Bank App
4193,Female,55,4057531,100,Single,Unemployed,3.4,B,Rural,28,32734,No,Bank App
4194,Male,31,5330041,88,Widowed,Doctor,5.3,B,Suburban,28,29314,Yes,Bank App
4195,Male,31,2197829,60,Married,Lawyer,9.6,C,Rural,9,54968,No,Bank App
4196,Female,66,3895176,89,Married,Lawyer,1.1,C,Urban,3,58332,Yes,Cash
4197,Male,25,1471730,9,Single,Banker,8.8,B,Urban,23,76727,Yes,Bank App
4198,Male,25,7396686,15,Widowed,Student,1.3,B,Urban,9,32500,No,Transfer
4199,Male,36,3150220,37,Widowed,Student,6.7,C,Suburban,26,48943,Yes,Bank App
4200,Male,49,4206160,6,Divorced,Engineer,3.8,B,Suburban,17,46566,Yes,Bank App
4201,Female,48,356302,43,Divorced,Business Owner,1.5,C,Urban,11,41229,Yes,Transfer
4202,Female,46,4172001,45,Single,Doctor,7.7,A,Suburban,23,35043,Yes,Bank App
4203,Female,58,3170548,76,Married,Lawyer,7.1,C,Rural,28,89149,No,Bank App
4204,Female,28,3696157,91,Married,Student,6.6,A,Urban,18,67545,Yes,Transfer
4205,Female,62,3020358,71,Married,Banker,9.7,A,Urban,15,51980,No,Cash
4206,Female,30,2820304,28,Widowed,Business Owner,0.7,B,Urban,15,58453,Yes,Cash
4207,Female,44,2537777,52,Married,Lawyer,4.6,B,Urban,2,69385,No,Bank App
4208,Female,36,2865513,76,Widowed,Business Owner,5.8,A,Rural,21,36021,Yes,Cash
4209,Female,43,5202412,35,Single,Doctor,3.9,A,Suburban,26,31409,Yes,Transfer
4210,Female,68,2448925,66,Married,Teacher,6.9,B,Urban,8,44543,Yes,POS
4211,Male,54,6388175,26,Widowed,Doctor,9.0,C,Urban,9,68833,No,POS
4212,Female,65,3092065,20,Single,Lawyer,7.1,B,Urban,18,94535,Yes,Cash
4213,Male,26,5099950,89,Single,Student,5.9,B,Urban,15,45908,No,Cash
4214,Male,45,4715889,62,Widowed,Lawyer,7.5,A,Suburban,24,27753,Yes,POS
4215,Male,49,654844,85,Widowed,Engineer,1.5,B,Suburban,8,55485,Yes,Cash
4216,Male,69,972198,1,Married,Business Owner,6.5,A,Rural,10,47691,Yes,Transfer
4217,Female,20,1982653,92,Divorced,Doctor,4.4,A,Rural,3,74255,No,Transfer
4218,Male,68,684474,53,Married,Engineer,3.5,C,Suburban,12,52206,No,Transfer
4219,Female,49,2380406,77,Divorced,Lawyer,5.3,B,Suburban,10,60033,No,Cash
4220,Female,22,3042176,30,Widowed,Unemployed,8.1,B,Urban,26,41857,Yes,Bank App
4221,Male,25,3972914,60,Divorced,Banker,4.4,C,Suburban,17,54270,No,Bank App
4222,Female,31,3270864,10,Widowed,Lawyer,7.2,B,Suburban,7,24848,Yes,Cash
4223,Male,20,3007859,22,Single,Business Owner,6.1,C,Suburban,23,43834,No,Transfer
4224,Male,41,4535611,29,Divorced,Engineer,9.2,B,Rural,8,35306,Yes,POS
4225,Female,30,4334824,69,Divorced,Student,4.7,B,Urban,24,54682,No,POS
4226,Female,60,5861761,8,Single,Student,8.3,A,Rural,1,45033,Yes,POS
4227,Male,46,3279935,53,Married,Doctor,8.5,C,Rural,30,25053,No,Transfer
4228,Female,25,-616467,11,Divorced,Banker,4.9,B,Urban,13,59113,No,Bank App
4229,Female,68,3640797,26,Widowed,Business Owner,5.1,B,Rural,1,57704,No,POS
4230,Female,59,6403546,19,Married,Engineer,3.7,C,Urban,26,69216,Yes,POS
4231,Male,48,4538979,19,Single,Doctor,5.2,A,Rural,17,45480,Yes,Bank App
4232,Male,43,4882950,30,Divorced,Doctor,2.9,B,Suburban,22,39582,Yes,POS
4233,Female,35,3142244,36,Single,Banker,8.7,B,Suburban,22,34149,No,Transfer
4234,Female,35,4369704,42,Single,Banker,2.9,B,Suburban,23,57752,Yes,Cash
4235,Female,24,4961892,56,Widowed,Teacher,2.9,A,Urban,12,58055,No,Cash
4236,Female,65,2498624,9,Single,Business Owner,9.0,A,Rural,27,39848,Yes,POS
4237,Female,55,2248825,7,Divorced,Doctor,5.6,C,Suburban,3,46505,No,Transfer
4238,Male,65,3682054,18,Single,Business Owner,1.5,B,Urban,13,56233,Yes,Transfer
4239,Female,33,4453892,9,Married,Business Owner,3.8,A,Urban,21,49450,Yes,Bank App
4240,Male,50,-1133053,6,Single,Doctor,7.2,B,Rural,29,51122,Yes,POS
4241,Female,68,2707830,70,Divorced,Teacher,4.4,C,Urban,19,78238,No,POS
4242,Male,20,69818,45,Divorced,Doctor,4.5,C,Urban,23,24588,No,Transfer
4243,Female,55,2816134,22,Divorced,Doctor,5.2,C,Rural,28,43352,No,Transfer
4244,Male,21,5534421,81,Married,Business Owner,2.6,C,Urban,18,80071,No,Cash
4245,Female,53,2063972,79,Divorced,Doctor,4.5,A,Urban,28,55399,Yes,Transfer
4246,Male,21,2570873,73,Married,Engineer,2.5,C,Rural,18,33215,No,Bank App
4247,Male,59,3992903,70,Single,Teacher,3.8,C,Suburban,25,56115,No,POS
4248,Male,26,4490678,87,Married,Banker,5.6,A,Rural,3,56290,No,Bank App
4249,Male,57,4434249,81,Single,Student,7.1,B,Rural,6,69242,Yes,POS
4250,Male,68,3055976,96,Single,Doctor,6.5,B,Suburban,23,66289,No,Cash
4251,Male,34,3855700,32,Single,Banker,6.0,A,Rural,27,36497,No,Cash
4252,Female,34,3789874,67,Divorced,Engineer,6.2,C,Suburban,21,52407,No,POS
4253,Male,50,1944381,16,Married,Engineer,5.4,C,Urban,3,61529,Yes,Bank App
4254,Female,37,373431,2,Widowed,Engineer,6.3,A,Rural,1,34305,No,POS
4255,Female,31,1654463,67,Divorced,Teacher,4.1,B,Suburban,20,51122,No,Bank App
4256,Female,39,5158096,41,Divorced,Unemployed,9.0,C,Suburban,25,16715,No,Cash
4257,Female,69,6319819,51,Married,Unemployed,6.1,B,Suburban,23,53230,Yes,Cash
4258,Female,44,2863472,14,Widowed,Teacher,9.4,B,Rural,20,54059,No,Bank App
4259,Male,60,5100270,78,Single,Banker,4.3,A,Rural,13,41354,Yes,Bank App
4260,Male,20,2553902,94,Widowed,Lawyer,4.2,C,Rural,23,67245,No,Transfer
4261,Male,41,3523549,49,Married,Doctor,9.7,A,Suburban,28,70570,No,Cash
4262,Female,47,2078692,49,Divorced,Student,7.4,C,Urban,28,30822,Yes,POS
4263,Male,25,4521822,27,Widowed,Student,5.4,B,Rural,20,71922,No,POS
4264,Male,39,2042076,81,Married,Lawyer,7.3,A,Rural,21,51210,No,Cash
4265,Male,42,1661079,39,Single,Student,4.3,C,Urban,6,34296,Yes,Bank App
4266,Male,27,3070126,73,Divorced,Doctor,7.7,A,Rural,24,75401,Yes,Cash
4267,Male,66,4225149,36,Married,Student,2.5,A,Urban,27,52004,Yes,POS
4268,Female,46,3245479,10,Single,Doctor,9.5,A,Rural,3,29568,Yes,POS
4269,Male,57,2296459,93,Divorced,Teacher,4.9,C,Rural,22,36627,No,Cash
4270,Female,18,1650482,4,Widowed,Unemployed,1.4,B,Urban,11,52122,No,Bank App
4271,Female,69,469662,85,Divorced,Teacher,8.5,C,Suburban,22,58762,Yes,POS
4272,Female,38,2315620,2,Single,Doctor,9.0,B,Rural,2,70868,Yes,Transfer
4273,Female,56,2770629,79,Married,Unemployed,7.4,A,Urban,10,57991,Yes,POS
4274,Female,41,3830940,28,Single,Unemployed,6.5,B,Suburban,18,26182,No,Cash
4275,Male,26,1249338,89,Divorced,Business Owner,9.3,A,Urban,17,38588,No,Transfer
4276,Male,61,4002281,26,Single,Doctor,6.4,C,Suburban,19,94734,Yes,Cash
4277,Male,43,2108762,73,Divorced,Teacher,8.0,A,Urban,28,88609,No,Transfer
4278,Female,26,2229344,30,Single,Doctor,5.0,B,Rural,5,55065,Yes,Transfer
4279,Male,37,4873079,9,Married,Lawyer,7.4,B,Rural,5,65121,No,Transfer
4280,Male,52,-716022,1,Single,Teacher,10.0,A,Suburban,2,58861,Yes,Cash
4281,Female,53,1159756,56,Divorced,Student,4.1,B,Urban,15,77074,No,Transfer
4282,Female,59,3068468,56,Widowed,Teacher,7.3,C,Rural,1,63772,No,Cash
